100000
M, 736, 1450
t, 850, 512
m, 1284, 2297
6, 313, 495
M, 2344, 1693
f, 468, 394
b, 473, 596
q, 461, 523
j, 1436, 651
R, 738, 389
Q, 429, 1242
B, 631, 1342
K, 481, 639
s, 681, 815
K, 1137, 1057
Q, 634, 721
O, 419, 367
f, 789, 531
s, 317, 383
Q, 1150, 2239
A, 530, 393
8, 2318, 811
b, 514, 569
t, 606, 1290
0, 1600, 3684
K, 474, 538
s, 598, 500
s, 522, 401
k, 883, 577
n, 580, 987
j, 781, 3218
1, 1077, 1129
p, 366, 372
o, 907, 3162
7, 1121, 765
0, 1136, 800
p, 786, 834
q, 1175, 359
p, 656, 545
1, 398, 543
l, 449, 2644
i, 660, 1030
Q, 368, 743
l, 409, 790
B, 571, 632
z, 462, 403
k, 763, 612
i, 855, 387
M, 385, 684
O, 620, 380
c, 562, 374
7, 584, 1285
f, 3809, 1548
l, 1176, 716
k, 3297, 3105
O, 1146, 1234
j, 785, 625
K, 1608, 498
t, 404, 678
C, 466, 457
7, 860, 627
s, 402, 406
6, 1201, 1504
o, 397, 2657
b, 814, 1546
P, 6000, 734
9, 525, 648
B, 640, 1116
i, 511, 513
a, 601, 369
Z, 1422, 499
8, 937, 691
f, 638, 454
n, 508, 741
g, 1101, 635
p, 842, 558
a, 1687, 600
R, 575, 593
A, 645, 657
6, 621, 989
5, 470, 566
o, 510, 444
9, 771, 1028
b, 806, 706
z, 585, 2139
M, 1104, 417
h, 563, 483
O, 1598, 5194
h, 1490, 689
B, 667, 617
Q, 515, 1443
o, 1540, 572
a, 447, 442
R, 2555, 395
p, 823, 839
5, 1346, 597
A, 428, 458
N, 1238, 616
1, 1140, 413
P, 879, 723
N, 1614, 923
p, 1713, 1636
c, 4371, 1467
7, 1904, 526
7, 4627, 1038
q, 465, 1637
p, 704, 758
j, 700, 1192
o, 1489, 551
0, 533, 729
6, 2035, 891
Q, 2363, 717
8, 1081, 994
9, 830, 2142
L, 529, 423
A, 950, 2414
L, 411, 433
O, 452, 464
f, 4904, 4471
c, 2650, 659
l, 1587, 985
R, 491, 448
h, 2324, 615
0, 740, 926
a, 3655, 3113
s, 959, 432
7, 1069, 1902
c, 544, 489
R, 1682, 1045
A, 576, 2695
h, 787, 805
h, 425, 1631
r, 3250, 3597
A, 7033, 945
8, 1053, 664
6, 1019, 608
b, 494, 1042
z, 1114, 5649
c, 622, 1337
5, 1185, 4719
m, 637, 1685
q, 493, 733
1, 1010, 757
A, 1742, 1772
8, 676, 478
c, 467, 542
0, 519, 528
B, 623, 2138
n, 1293, 1703
n, 507, 4171
l, 646, 1004
k, 847, 2179
6, 2873, 1584
9, 749, 506
8, 471, 1601
C, 817, 880
k, 1153, 767
q, 768, 469
z, 1281, 978
a, 932, 482
z, 1624, 636
a, 868, 1634
K, 546, 463
c, 552, 699
g, 2400, 2185
o, 791, 1303
0, 877, 1078
o, 1570, 654
p, 553, 1700
p, 1646, 1978
Q, 902, 666
c, 476, 540
q, 984, 853
M, 1006, 2159
p, 890, 502
o, 1398, 1287
L, 559, 497
q, 644, 1936
8, 2406, 5572
q, 1652, 870
p, 1862, 1885
R, 592, 875
1, 931, 703
B, 2778, 1113
j, 2904, 913
8, 1122, 3496
6, 680, 1481
p, 1618, 1296
P, 1922, 642
s, 982, 2928
L, 869, 1381
n, 2027, 863
n, 2990, 701
g, 941, 7497
z, 518, 732
Z, 1425, 3427
j, 560, 1633
z, 2862, 5767
r, 709, 672
m, 773, 567
o, 1159, 1255
M, 1017, 979
p, 1009, 1051
9, 1773, 1363
L, 930, 3444
p, 3592, 1992
j, 1014, 2225
f, 653, 652
6, 1291, 1839
o, 1309, 1464
q, 1043, 1955
6, 918, 1534
1, 963, 739
f, 521, 677
8, 535, 827
o, 5575, 1310
9, 1029, 1313
p, 1586, 887
a, 570, 1549
p, 5369, 1964
c, 1572, 2721
M, 4380, 707
j, 618, 1935
P, 2308, 3267
n, 624, 1735
6, 720, 547
L, 1510, 643
8, 581, 715
z, 1731, 1498
6, 3018, 579
p, 554, 820
j, 933, 1050
n, 537, 3885
i, 1066, 2769
B, 1465, 2123
o, 952, 534
q, 555, 1959
n, 2760, 1246
1, 2347, 1671
n, 1103, 586
z, 1012, 1928
o, 2321, 7750
1, 1514, 6828
5, 1131, 1297
l, 760, 674
h, 1143, 2597
B, 962, 1315
t, 694, 2006
z, 2572, 685
o, 1376, 788
t, 1206, 718
c, 742, 604
M, 2490, 1777
A, 1016, 705
l, 1511, 687
p, 1271, 1035
6, 568, 857
R, 3005, 981
h, 6014, 5655
z, 1040, 589
Q, 2276, 4289
8, 564, 802
9, 2985, 1134
Q, 565, 881
8, 2887, 2004
t, 2199, 944
n, 5048, 2981
i, 821, 658
f, 1213, 1691
q, 583, 1396
c, 5345, 1523
K, 938, 4464
1, 905, 885
b, 1228, 762
p, 840, 837
p, 650, 1397
p, 983, 2219
c, 1261, 2477
O, 607, 1071
o, 1127, 1566
m, 841, 6553
N, 967, 769
a, 795, 1023
t, 1589, 2101
0, 949, 1385
r, 602, 1455
z, 3347, 1776
9, 588, 822
L, 2256, 3328
p, 590, 665
a, 1705, 1368
j, 4260, 594
r, 2393, 1783
o, 993, 995
1, 3538, 1718
C, 3780, 1329
g, 1277, 1244
Q, 755, 910
6, 1068, 675
K, 819, 4890
h, 801, 935
f, 1967, 747
z, 1610, 1052
M, 1419, 2649
5, 2017, 1037
s, 1824, 1321
R, 2048, 2840
P, 1179, 748
C, 1265, 1558
g, 1087, 1585
9, 1107, 611
p, 1082, 649
p, 1164, 854
t, 1423, 900
A, 1341, 1612
p, 4369, 1041
7, 745, 663
p, 818, 1369
9, 1237, 752
i, 628, 2115
j, 960, 1001
R, 2485, 1373
C, 1008, 626
c, 764, 3130
m, 670, 619
p, 1527, 8458
i, 835, 1611
Q, 2716, 1430
M, 1833, 3395
6, 1684, 4240
O, 968, 1621
L, 629, 630
P, 1226, 633
l, 3145, 2992
p, 2095, 1266
K, 1712, 1126
f, 942, 832
0, 799, 1950
7, 2078, 1413
z, 3483, 793
j, 1482, 3059
5, 4202, 1984
i, 1187, 4353
p, 1737, 1119
o, 2807, 6028
P, 3068, 1774
o, 766, 710
C, 725, 2190
b, 1785, 919
n, 5213, 4844
0, 3446, 1470
k, 1085, 1433
p, 858, 1211
R, 3544, 2317
i, 920, 1089
j, 1200, 1649
t, 2435, 696
l, 1822, 772
q, 1075, 2988
g, 2698, 1683
M, 686, 876
A, 1011, 3683
z, 1064, 702
k, 2263, 3371
z, 1243, 683
p, 1911, 1473
n, 1120, 1948
k, 1505, 1818
6, 713, 874
k, 927, 1260
o, 698, 797
P, 726, 1418
t, 1189, 845
L, 1942, 1079
L, 711, 2575
p, 780, 1144
L, 838, 1519
5, 1672, 1957
a, 965, 775
c, 3379, 2541
p, 970, 1005
f, 11536, 8062
h, 1024, 3524
P, 1013, 722
o, 1386, 1391
p, 2506, 2646
o, 2192, 2456
L, 5124, 2147
g, 770, 1167
p, 1165, 862
0, 1805, 1301
l, 776, 929
R, 3701, 761
0, 2903, 3790
c, 2617, 4831
p, 744, 2954
R, 719, 1070
6, 1148, 2314
k, 1432, 2848
1, 5536, 4820
L, 2373, 695
R, 3370, 3182
P, 3481, 6171
0, 2898, 1526
8, 750, 2015
h, 2163, 2813
k, 2309, 1198
0, 906, 5937
h, 1630, 3331
5, 1883, 3905
z, 2036, 1096
A, 1576, 727
P, 1407, 1190
5, 3093, 1054
9, 1655, 4519
o, 1007, 1909
0, 2177, 2212
L, 2140, 3561
b, 873, 1280
p, 1036, 1437
q, 746, 1168
p, 957, 1166
6, 3286, 2247
p, 924, 1575
0, 2781, 3164
A, 1920, 1466
7, 2052, 1191
8, 1912, 809
B, 1239, 2618
z, 1289, 1571
b, 1975, 1366
f, 730, 1086
r, 1615, 4089
t, 3854, 4816
a, 804, 1044
p, 1889, 833
R, 4447, 1836
c, 4384, 4313
5, 1049, 1108
C, 1163, 977
o, 1056, 951
i, 1394, 3004
1, 2583, 1748
P, 1518, 886
j, 1149, 843
t, 954, 990
N, 2146, 898
f, 856, 866
Z, 2153, 1334
Q, 928, 915
A, 872, 884
Q, 997, 1627
8, 1947, 865
z, 1650, 2293
L, 12982, 5723
p, 2113, 4211
g, 1015, 1387
s, 756, 1842
p, 878, 3954
A, 2962, 5218
7, 1530, 1460
N, 1420, 1156
i, 1161, 1233
t, 889, 1360
p, 1132, 934
Q, 1412, 2689
t, 1186, 1084
O, 10237, 2680
m, 10195, 1072
k, 2865, 1478
0, 953, 2833
0, 2186, 803
5, 2508, 2294
p, 3864, 3902
N, 3960, 2143
h, 810, 1375
o, 784, 1270
s, 5840, 3322
0, 1267, 974
z, 1765, 1692
N, 848, 4306
1, 1383, 1569
j, 2378, 2666
h, 777, 3821
l, 1063, 2762
R, 2216, 2301
Z, 813, 864
K, 1236, 2413
M, 1550, 1856
f, 1595, 892
p, 1643, 986
Z, 2076, 1027
o, 1257, 4005
k, 1426, 1033
7, 2412, 955
g, 1826, 1989
g, 2969, 2534
7, 1554, 2972
p, 1858, 1937
k, 1076, 956
s, 1002, 888
N, 1853, 844
5, 2355, 1444
Q, 2913, 4083
k, 939, 1815
5, 826, 846
0, 2624, 6672
o, 1405, 961
C, 3016, 1814
7, 1843, 1160
5, 2354, 4927
k, 4198, 13201
1, 4804, 4886
L, 1169, 893
7, 1471, 4188
6, 2149, 1452
P, 1699, 4598
K, 2820, 1377
0, 4181, 1162
m, 1891, 973
g, 2031, 1429
k, 5323, 5159
r, 947, 2809
p, 1125, 1067
c, 1330, 998
0, 1451, 1506
p, 871, 1336
m, 1520, 1427
N, 922, 1327
Z, 940, 2191
Q, 936, 824
A, 2335, 12728
h, 2334, 1974
g, 897, 2059
j, 6439, 6356
P, 2193, 1516
z, 2929, 2079
p, 1207, 1898
Q, 3154, 1404
p, 3568, 896
i, 1322, 5020
C, 2625, 1900
R, 2010, 2692
n, 2662, 1619
z, 5546, 861
s, 4002, 1347
l, 2109, 1181
c, 6485, 904
c, 12731, 1790
8, 5701, 3104
C, 3056, 1745
K, 1247, 969
z, 1462, 1090
6, 1441, 3000
c, 4226, 1133
M, 6654, 3886
q, 1656, 2849
i, 2686, 1716
A, 4040, 3356
c, 1250, 2162
p, 2645, 2260
B, 1018, 2955
k, 3830, 3148
m, 13204, 3129
j, 2291, 1977
B, 1031, 1000
f, 3442, 1741
g, 1497, 1180
9, 4780, 6104
1, 4163, 2114
i, 867, 2182
A, 1105, 1918
p, 2609, 1314
z, 1123, 8798
p, 7854, 2072
z, 2476, 2379
i, 3163, 4862
o, 1463, 1106
B, 4826, 7153
6, 9661, 5892
L, 1696, 2785
q, 1204, 1581
C, 1100, 2075
c, 9969, 3245
Z, 1563, 2319
P, 4454, 911
p, 1332, 903
Z, 1112, 2671
A, 1714, 1171
5, 1474, 1099
c, 976, 1764
f, 3100, 17060
L, 943, 1141
R, 1372, 2300
N, 6407, 1025
N, 5325, 2774
P, 6017, 2130
Z, 1951, 2068
o, 7751, 5696
r, 1305, 991
m, 1117, 1221
L, 4269, 921
p, 912, 1804
O, 26219, 12202
Q, 2469, 1400
h, 3794, 1565
1, 1059, 1513
R, 2165, 1203
g, 1135, 5803
C, 1663, 1249
7, 1449, 2846
L, 3410, 5561
C, 2580, 2479
K, 3848, 5446
Z, 1279, 1933
P, 1032, 2235
B, 1039, 1157
1, 1721, 2383
P, 6276, 5756
m, 914, 1380
1, 3131, 3318
p, 1990, 3076
L, 2870, 1319
5, 1317, 1110
m, 999, 1881
B, 2475, 2034
8, 1846, 2232
p, 3873, 1442
b, 7315, 12492
z, 5000, 1599
j, 1295, 2484
h, 7940, 4315
b, 946, 1026
p, 2342, 3406
h, 2557, 2425
A, 1445, 2915
t, 4531, 1217
m, 1740, 4078
c, 1055, 2084
0, 4976, 972
p, 1763, 1218
p, 1195, 2069
1, 4052, 1177
f, 5018, 8306
L, 3725, 4012
h, 1831, 1428
N, 2432, 1590
a, 1651, 3096
f, 3994, 2117
B, 3177, 1794
n, 3139, 3991
r, 8233, 2060
o, 6717, 1282
P, 1402, 1215
h, 2266, 8381
8, 1606, 1097
0, 3685, 1956
f, 1837, 2350
p, 2633, 1115
p, 1268, 1434
6, 3040, 3002
7, 1872, 1401
1, 1199, 5073
6, 2464, 1256
c, 1083, 958
f, 1091, 4349
l, 2236, 2871
f, 1657, 1202
p, 1786, 1542
R, 5208, 2039
h, 2022, 1288
r, 1864, 2395
C, 2616, 4234
o, 1728, 1410
M, 2271, 1227
6, 9092, 4963
9, 4221, 1095
b, 1545, 1124
1, 2899, 4250
R, 4133, 1328
g, 1494, 3533
B, 3333, 3026
R, 1557, 1235
9, 1925, 1362
P, 1676, 5076
n, 1997, 6343
9, 1178, 3366
p, 1118, 1626
C, 1263, 1188
p, 1736, 1916
6, 3495, 1996
r, 1597, 1892
N, 2948, 1197
6, 3032, 1093
M, 1172, 1547
L, 1493, 996
s, 1374, 3557
h, 1753, 1343
1, 2161, 1047
Z, 1809, 7495
8, 1539, 2888
h, 3507, 2658
m, 1706, 2927
8, 2046, 1535
C, 2331, 4759
N, 2706, 2612
7, 3294, 2103
5, 2522, 5938
l, 1711, 1919
1, 5898, 5464
P, 1109, 1208
b, 2154, 2773
a, 1960, 2886
o, 6849, 3591
k, 1147, 1048
p, 3409, 4542
9, 3077, 1784
m, 1941, 2502
a, 2528, 1248
p, 1537, 2530
p, 4662, 1351
t, 3015, 4334
k, 2421, 7054
5, 1352, 1338
t, 1065, 11061
7, 5745, 2042
r, 3717, 3677
A, 2381, 1500
6, 2385, 1752
s, 1311, 1158
f, 1302, 1142
Z, 6140, 2602
i, 1744, 7202
N, 1205, 1183
6, 4516, 1194
f, 1890, 1092
t, 1802, 1393
7, 5424, 1364
5, 1644, 2826
O, 1496, 1299
a, 1300, 2562
c, 1808, 1174
C, 1223, 1528
O, 3083, 1259
a, 1395, 4222
p, 4207, 3579
K, 3399, 3292
k, 1219, 1074
i, 2946, 2336
m, 1605, 6039
s, 2763, 9689
L, 1766, 5877
k, 2279, 2682
L, 1088, 1525
6, 1543, 2540
1, 1717, 2122
B, 1414, 1875
6, 1568, 1484
j, 1658, 1840
h, 1499, 1230
K, 1668, 3486
r, 3956, 1241
j, 2877, 1487
p, 3943, 2408
P, 2241, 1139
9, 2021, 1060
7, 2488, 1888
h, 1345, 1770
s, 2094, 5313
c, 1860, 1073
f, 5122, 2289
P, 4648, 1403
9, 2157, 11555
P, 1690, 4644
t, 3958, 4857
M, 1333, 2110
p, 6243, 3787
b, 2056, 2343
1, 1810, 3979
N, 3728, 8639
p, 5201, 5447
A, 2761, 3499
p, 1431, 5659
s, 2029, 1662
7, 3925, 3200
5, 1782, 1216
s, 2880, 3314
Z, 3003, 1258
z, 1286, 4960
M, 1138, 2384
c, 1680, 1870
8, 1849, 1298
O, 1128, 3216
i, 2839, 1469
a, 1344, 1406
f, 1304, 2403
A, 1825, 3525
r, 5871, 3344
P, 6643, 2505
z, 2749, 1719
8, 2909, 6732
p, 1477, 1491
p, 12967, 6158
0, 2594, 1879
A, 1356, 1552
h, 2032, 4272
B, 3558, 2491
O, 2567, 5550
0, 2187, 3075
n, 1886, 2410
r, 1359, 2254
f, 1787, 1681
R, 2817, 2169
p, 1762, 3564
r, 2581, 1915
s, 3069, 1694
5, 1529, 3949
P, 2045, 1613
Q, 3029, 1232
g, 4054, 2714
b, 4532, 2892
L, 4670, 2371
8, 4412, 5270
K, 1524, 1910
r, 3737, 2751
z, 2019, 3098
N, 1982, 2372
p, 2071, 1771
O, 3206, 1152
i, 2365, 2116
Z, 53226, 7532
B, 1325, 8239
h, 11653, 3066
Q, 10733, 10717
7, 1196, 3518
m, 2290, 9165
O, 3079, 1154
5, 2434, 1857
M, 1214, 1326
5, 2141, 1312
7, 4762, 1501
Z, 3646, 11163
z, 2281, 1224
p, 1746, 4370
h, 1225, 1939
f, 1173, 2231
5, 3418, 2648
p, 3896, 1953
O, 8908, 1350
9, 1222, 1251
5, 1985, 1734
q, 1340, 1901
k, 2227, 2105
Q, 1509, 3211
P, 3231, 3025
P, 1698, 3460
Z, 2995, 3711
R, 1828, 1689
M, 2085, 1262
0, 3060, 3832
b, 2685, 10548
f, 8222, 1170
1, 5384, 2746
i, 4257, 1453
a, 1659, 1339
9, 3417, 1961
Q, 2702, 1917
j, 5686, 3644
7, 1678, 3438
c, 1446, 3620
B, 1316, 1884
g, 5205, 2535
m, 4356, 1903
N, 1184, 1275
5, 2523, 3458
m, 2681, 1827
P, 1512, 2126
n, 15219, 9602
p, 3562, 1594
q, 1544, 1252
n, 2536, 5780
7, 2250, 1863
P, 2030, 1475
r, 1220, 2253
j, 1732, 2831
0, 2353, 6595
a, 1308, 8011
Q, 4590, 1553
s, 4423, 4351
f, 1603, 1507
p, 2924, 1245
b, 1495, 1283
b, 4474, 4143
p, 2850, 2744
A, 5314, 3498
k, 2615, 12376
g, 1724, 1541
z, 1767, 5103
L, 1869, 4913
i, 3086, 2810
L, 1715, 1421
a, 10353, 1641
A, 2332, 3084
l, 2096, 5349
C, 4008, 1555
p, 2136, 1710
6, 13992, 17249
i, 2088, 6335
p, 2132, 5607
C, 2467, 2960
Q, 4498, 1353
B, 4047, 1209
1, 1210, 2175
b, 1866, 3419
s, 12697, 5912
c, 2099, 1456
z, 3937, 4394
r, 2133, 1905
6, 1272, 3288
h, 1307, 1588
6, 1983, 1371
5, 1231, 1349
L, 1907, 1648
p, 4395, 1596
m, 3451, 2106
0, 2804, 1845
p, 3107, 1461
8, 3261, 5620
n, 2653, 3293
R, 1878, 5692
Z, 1708, 1370
t, 6369, 5231
g, 8648, 6201
6, 4238, 2062
i, 1593, 3645
z, 1739, 1617
K, 1574, 1573
O, 2362, 2631
B, 7869, 1620
p, 2560, 1278
P, 4042, 7474
Z, 5172, 1294
g, 1859, 1986
1, 1439, 15471
z, 2827, 2884
l, 2370, 2352
p, 17315, 5490
g, 1768, 1893
p, 7865, 2220
5, 2223, 2390
B, 1331, 3376
n, 5350, 1318
t, 2073, 1357
c, 2018, 6691
8, 2654, 9566
f, 3241, 8171
Q, 3342, 1468
z, 4657, 1675
8, 6578, 1273
l, 1457, 2953
P, 1274, 1264
i, 2257, 2295
7, 11522, 3888
R, 1435, 2351
7, 5513, 1416
8, 2461, 2167
B, 7542, 4609
p, 1384, 1674
1, 6212, 4451
P, 4084, 3666
f, 1591, 2500
b, 4183, 7240
8, 4066, 1623
M, 7462, 4109
Q, 4876, 4064
1, 1324, 5261
R, 2174, 4276
t, 2974, 3377
B, 1583, 1276
p, 3289, 3959
p, 16095, 12596
0, 5476, 1887
s, 1789, 1392
q, 2600, 1335
b, 8726, 1320
p, 2814, 1306
s, 3497, 1952
B, 2124, 5264
N, 5057, 1483
M, 3665, 62380
b, 4338, 1750
p, 1894, 4773
p, 1971, 1729
B, 7487, 1409
k, 1965, 3120
7, 2358, 1292
K, 5283, 3883
Q, 1388, 1793
8, 2135, 1704
z, 1812, 1759
m, 1769, 5559
t, 5573, 8659
O, 4110, 2134
l, 1522, 2274
n, 1447, 1998
a, 4827, 4118
p, 4510, 4588
p, 4061, 5982
s, 4082, 3704
p, 1561, 6687
Q, 3534, 2063
h, 6569, 2386
r, 1747, 3964
9, 4658, 3355
m, 2345, 1562
s, 5099, 3450
A, 4236, 6488
K, 9809, 2451
0, 5843, 1390
k, 5590, 2568
q, 2470, 1378
K, 2065, 2296
K, 2407, 1551
h, 3144, 1639
b, 2292, 1792
C, 1906, 5082
R, 2000, 3588
0, 1389, 16850
s, 2064, 2558
l, 5431, 13040
B, 2284, 1382
z, 33958, 74829
c, 6169, 3207
Q, 2448, 2971
p, 3030, 6200
L, 4525, 6330
a, 1838, 1399
f, 1940, 1834
c, 1354, 2240
P, 3657, 8026
c, 3260, 5100
q, 7094, 5623
M, 4950, 1897
O, 1670, 3247
b, 2217, 1832
h, 2845, 2047
Z, 2891, 5878
0, 5411, 5238
Z, 8681, 4807
8, 3859, 2675
L, 4256, 1927
B, 2823, 2243
A, 2579, 1417
n, 2148, 4479
L, 4837, 11996
q, 1564, 3237
i, 2164, 2677
q, 5427, 4004
p, 2028, 2313
5, 2745, 2399
l, 2208, 1757
Q, 9000, 4495
A, 1851, 1567
5, 3010, 5678
O, 10070, 1632
o, 2453, 2083
N, 1876, 3897
p, 3281, 6392
R, 1688, 2245
p, 5708, 1877
p, 3632, 2151
j, 3387, 3287
c, 1817, 1424
c, 4126, 5688
8, 1640, 1654
r, 1835, 6757
m, 3716, 3875
c, 2521, 2452
9, 1438, 5030
7, 2514, 14302
p, 2152, 1379
a, 9147, 9369
M, 2668, 1727
p, 1604, 3526
O, 6689, 3156
g, 3431, 2267
8, 3014, 7345
L, 5627, 7543
g, 3363, 3504
p, 3138, 2758
a, 1943, 1486
t, 4293, 6090
A, 2719, 3605
k, 10089, 1472
k, 3553, 1579
6, 1816, 1778
a, 2426, 10395
9, 2061, 2794
g, 2499, 1830
R, 10502, 3609
q, 2401, 1515
h, 1415, 7567
p, 1408, 1954
8, 1811, 2734
O, 1701, 2544
r, 1476, 3840
q, 17900, 10772
s, 9667, 8196
o, 7368, 1502
K, 3046, 1521
r, 3117, 6319
B, 2532, 3024
s, 1924, 4176
N, 9521, 14392
1, 1976, 2023
g, 5943, 6236
P, 27358, 5521
6, 3530, 3232
6, 2249, 2939
L, 2197, 7960
Z, 6093, 4861
9, 2806, 3970
k, 4036, 7152
q, 2566, 3540
b, 7638, 3087
K, 3900, 2735
p, 1969, 2044
O, 3380, 3580
9, 1981, 1488
c, 2445, 2184
O, 2919, 1458
z, 3157, 2058
c, 3171, 4610
r, 6632, 3128
i, 2211, 1492
f, 14136, 1973
8, 6272, 5453
k, 2303, 1459
q, 2011, 1479
p, 5653, 2439
M, 4075, 3947
c, 5019, 1949
7, 1852, 3676
s, 3166, 1440
p, 6078, 1503
C, 1448, 8907
j, 17266, 4157
a, 4095, 2341
M, 4735, 2443
h, 2325, 5143
9, 4932, 3935
9, 6864, 1577
0, 2991, 3967
C, 6089, 4497
f, 2458, 2404
b, 8645, 13621
p, 2542, 2784
Z, 1880, 2340
g, 1819, 2002
q, 6663, 3332
i, 2346, 3426
L, 1531, 4776
f, 1580, 1707
k, 3582, 5410
n, 2228, 5293
C, 1669, 1999
c, 1616, 3936
j, 2262, 4677
q, 6698, 13567
o, 1647, 3155
z, 1480, 2559
9, 6491, 1991
Z, 2180, 1709
a, 2667, 1677
p, 1874, 1848
m, 2793, 3067
1, 4435, 4317
8, 5376, 4065
c, 3312, 2462
f, 7771, 12251
o, 4058, 2916
A, 1635, 2207
f, 3285, 1517
P, 2620, 4345
K, 3587, 4144
m, 1722, 1914
f, 24289, 10657
i, 5567, 2841
s, 1679, 3531
m, 8999, 4427
h, 2952, 1667
i, 1622, 2874
0, 1821, 1559
s, 7011, 1660
p, 7203, 2779
A, 4617, 1533
l, 2725, 5834
Z, 1578, 1723
N, 1592, 2766
b, 26284, 3800
